Date,CPU Utilization,Total Power,CPU Power,GPU Power
2022-11-04 10:14:35,0.00000,16.63672,16.63672,0.00000
2022-11-04 10:14:36,0.03516,17.58398,17.58398,0.00000
2022-11-04 10:14:37,0.00000,16.63086,16.63086,0.00000
2022-11-04 10:14:38,0.00000,16.63184,16.63184,0.00000
2022-11-04 10:14:39,0.00000,16.62891,16.62891,0.00000
2022-11-04 10:14:40,0.15234,18.74707,18.74707,0.00000
2022-11-04 10:14:41,0.40820,28.11719,28.11719,0.00000
2022-11-04 10:14:42,1.02734,30.61035,30.61035,0.00000
2022-11-04 10:14:43,0.51953,30.64258,30.64258,0.00000
2022-11-04 10:14:44,0.79688,28.24121,28.24121,0.00000
2022-11-04 10:14:45,0.49609,31.72559,31.72559,0.00000
2022-11-04 10:14:46,0.41406,23.47754,23.47754,0.00000
2022-11-04 10:14:47,0.55078,30.47656,30.47656,0.00000
2022-11-04 10:14:48,1.05078,30.08496,30.08496,0.00000
2022-11-04 10:14:49,0.75781,33.78809,33.78809,0.00000
2022-11-04 10:14:50,1.24219,32.50977,32.50977,0.00000
2022-11-04 10:14:51,0.56250,31.84473,31.84473,0.00000
2022-11-04 10:14:52,0.89453,29.81348,29.81348,0.00000
2022-11-04 10:14:53,0.37305,28.35449,28.35449,0.00000
2022-11-04 10:14:54,0.78125,28.31348,28.31348,0.00000
2022-11-04 10:14:55,0.39453,28.51758,28.51758,0.00000
2022-11-04 10:14:56,0.72266,28.33594,28.33594,0.00000
2022-11-04 10:14:57,0.71094,28.15527,28.15527,0.00000
2022-11-04 10:14:58,0.55859,31.72852,31.72852,0.00000
2022-11-04 10:14:59,1.16797,31.95996,31.95996,0.00000
2022-11-04 10:15:00,0.38281,28.60547,28.60547,0.00000
2022-11-04 10:15:01,0.73828,28.08203,28.08203,0.00000
2022-11-04 10:15:02,0.38477,28.07617,28.07617,0.00000
2022-11-04 10:15:03,0.75391,28.20313,28.20313,0.00000
2022-11-04 10:15:04,0.41406,28.54199,28.54199,0.00000
2022-11-04 10:15:05,0.76172,27.95605,27.95605,0.00000
2022-11-04 10:15:06,0.67578,27.95215,27.95215,0.00000
2022-11-04 10:15:07,0.39648,28.57910,28.57910,0.00000
2022-11-04 10:15:08,0.87891,29.29492,29.29492,0.00000
2022-11-04 10:15:09,0.36328,27.55078,27.55078,0.00000
2022-11-04 10:15:10,0.71484,27.42383,27.42383,0.00000
2022-11-04 10:15:11,0.36914,27.51855,27.51855,0.00000
2022-11-04 10:15:12,0.74609,27.34961,27.34961,0.00000
2022-11-04 10:15:13,0.34766,27.28223,27.28223,0.00000
2022-11-04 10:15:14,0.69141,27.61426,27.61426,0.00000
2022-11-04 10:15:15,0.69141,27.35742,27.35742,0.00000
2022-11-04 10:15:16,0.37500,27.66992,27.66992,0.00000
2022-11-04 10:15:17,0.91406,29.61719,29.61719,0.00000
2022-11-04 10:15:18,0.35156,27.80957,27.80957,0.00000
2022-11-04 10:15:19,0.80859,27.93848,27.93848,0.00000
2022-11-04 10:15:20,0.38281,28.70996,28.70996,0.00000
2022-11-04 10:15:21,0.90234,28.81445,28.81445,0.00000
2022-11-04 10:15:22,0.66016,27.27832,27.27832,0.00000
2022-11-04 10:15:23,0.35156,27.45117,27.45117,0.00000
2022-11-04 10:15:24,0.75391,27.37695,27.37695,0.00000
2022-11-04 10:15:25,0.33398,27.40039,27.40039,0.00000
2022-11-04 10:15:26,0.89844,30.03809,30.03809,0.00000
2022-11-04 10:15:27,0.35742,27.94531,27.94531,0.00000
2022-11-04 10:15:28,0.74609,27.57813,27.57813,0.00000
2022-11-04 10:15:29,0.32227,27.73438,27.73438,0.00000
2022-11-04 10:15:30,0.69922,27.88184,27.88184,0.00000
2022-11-04 10:15:31,0.76172,27.49805,27.49805,0.00000
2022-11-04 10:15:32,0.35547,27.37305,27.37305,0.00000
2022-11-04 10:15:33,0.76953,27.60938,27.60938,0.00000
2022-11-04 10:15:34,0.35938,27.52344,27.52344,0.00000
2022-11-04 10:15:35,0.76172,28.87305,28.87305,0.00000
2022-11-04 10:15:36,0.35352,27.94727,27.94727,0.00000
2022-11-04 10:15:37,0.80078,27.50195,27.50195,0.00000
2022-11-04 10:15:38,0.33398,27.32617,27.32617,0.00000
2022-11-04 10:15:39,0.76172,27.93359,27.93359,0.00000
2022-11-04 10:15:40,0.66797,27.22070,27.22070,0.00000
2022-11-04 10:15:41,0.38086,27.96289,27.96289,0.00000
2022-11-04 10:15:42,0.76563,27.42383,27.42383,0.00000
2022-11-04 10:15:43,0.39063,27.89453,27.89453,0.00000
2022-11-04 10:15:44,0.71875,28.04688,28.04688,0.00000
2022-11-04 10:15:45,0.50977,30.22070,30.22070,0.00000
2022-11-04 10:15:46,0.72656,27.60938,27.60938,0.00000
2022-11-04 10:15:47,0.38281,27.55469,27.55469,0.00000
2022-11-04 10:15:48,0.76563,28.49609,28.49609,0.00000
2022-11-04 10:15:49,0.33984,27.33984,27.33984,0.00000
2022-11-04 10:15:50,0.76172,27.41211,27.41211,0.00000
2022-11-04 10:15:51,0.68359,27.61719,27.61719,0.00000
2022-11-04 10:15:52,0.39648,27.53125,27.53125,0.00000
2022-11-04 10:15:53,0.68359,27.61914,27.61914,0.00000
2022-11-04 10:15:54,0.45508,29.86133,29.86133,0.00000
2022-11-04 10:15:55,0.73828,27.78516,27.78516,0.00000
2022-11-04 10:15:56,0.38867,27.50977,27.50977,0.00000
2022-11-04 10:15:57,0.79688,28.97852,28.97852,0.00000
2022-11-04 10:15:58,0.36523,27.47461,27.47461,0.00000
2022-11-04 10:15:59,0.71484,27.65430,27.65430,0.00000
2022-11-04 10:16:00,0.69922,27.39648,27.39648,0.00000
2022-11-04 10:16:01,0.37695,27.61523,27.61523,0.00000
2022-11-04 10:16:02,0.71094,27.98438,27.98438,0.00000
2022-11-04 10:16:03,0.44922,29.37109,29.37109,0.00000
2022-11-04 10:16:04,0.75000,27.61914,27.61914,0.00000
2022-11-04 10:16:05,0.38086,27.19531,27.19531,0.00000
2022-11-04 10:16:06,0.79688,28.66797,28.66797,0.00000
2022-11-04 10:16:07,0.40820,27.50391,27.50391,0.00000
2022-11-04 10:16:08,0.74609,27.44727,27.44727,0.00000
2022-11-04 10:16:09,0.34375,27.59180,27.59180,0.00000
2022-11-04 10:16:10,0.74609,27.51953,27.51953,0.00000
2022-11-04 10:16:11,0.70313,27.43359,27.43359,0.00000
2022-11-04 10:16:12,0.41406,29.02344,29.02344,0.00000
2022-11-04 10:16:13,0.77734,28.16797,28.16797,0.00000
2022-11-04 10:16:14,0.33203,27.54688,27.54688,0.00000
2022-11-04 10:16:15,0.75781,27.63086,27.63086,0.00000
2022-11-04 10:16:16,0.49609,29.52734,29.52734,0.00000
2022-11-04 10:16:17,0.66406,27.39063,27.39063,0.00000
2022-11-04 10:16:18,0.39258,27.34375,27.34375,0.00000
2022-11-04 10:16:19,0.80859,28.50195,28.50195,0.00000
2022-11-04 10:16:20,0.43750,29.25977,29.25977,0.00000
2022-11-04 10:16:21,0.71484,27.86914,27.86914,0.00000
2022-11-04 10:16:22,0.91016,29.24414,29.24414,0.00000
2022-11-04 10:16:23,0.33203,27.66602,27.66602,0.00000
2022-11-04 10:16:24,0.77344,28.04883,28.04883,0.00000
2022-11-04 10:16:25,0.38086,28.52734,28.52734,0.00000
2022-11-04 10:16:26,0.69922,27.83984,27.83984,0.00000
2022-11-04 10:16:27,0.36719,27.37695,27.37695,0.00000
2022-11-04 10:16:28,0.73438,27.59961,27.59961,0.00000
2022-11-04 10:16:29,0.36719,27.35938,27.35938,0.00000
2022-11-04 10:16:30,0.71484,27.65820,27.65820,0.00000
2022-11-04 10:16:31,0.75000,28.69141,28.69141,0.00000
2022-11-04 10:16:32,0.34961,27.61133,27.61133,0.00000
2022-11-04 10:16:33,0.73047,27.46484,27.46484,0.00000
2022-11-04 10:16:34,0.42578,28.82422,28.82422,0.00000
2022-11-04 10:16:35,0.67969,27.29492,27.29492,0.00000
2022-11-04 10:16:36,0.34375,27.22656,27.22656,0.00000
2022-11-04 10:16:37,0.68750,27.13086,27.13086,0.00000
2022-11-04 10:16:38,0.71875,27.38281,27.38281,0.00000
2022-11-04 10:16:39,0.33008,27.42383,27.42383,0.00000
2022-11-04 10:16:40,0.82813,28.58398,28.58398,0.00000
2022-11-04 10:16:41,0.35156,27.56836,27.56836,0.00000
2022-11-04 10:16:42,0.67188,27.17383,27.17383,0.00000
2022-11-04 10:16:43,0.36523,27.79492,27.79492,0.00000
2022-11-04 10:16:44,0.72266,27.44922,27.44922,0.00000
2022-11-04 10:16:45,0.35938,27.20703,27.20703,0.00000
2022-11-04 10:16:46,0.71094,27.32617,27.32617,0.00000
2022-11-04 10:16:47,0.69531,27.18555,27.18555,0.00000
2022-11-04 10:16:48,0.34766,27.18555,27.18555,0.00000
2022-11-04 10:16:49,0.77734,28.38086,28.38086,0.00000
2022-11-04 10:16:50,0.35938,27.72852,27.72852,0.00000
2022-11-04 10:16:51,0.71094,27.58984,27.58984,0.00000
2022-11-04 10:16:52,0.37500,27.94141,27.94141,0.00000
2022-11-04 10:16:53,0.59766,27.37695,27.37695,0.00000
2022-11-04 10:16:54,0.38867,27.62891,27.62891,0.00000
2022-11-04 10:16:55,0.66406,27.71875,27.71875,0.00000
2022-11-04 10:16:56,0.73438,27.76563,27.76563,0.00000
2022-11-04 10:16:57,0.34961,27.69727,27.69727,0.00000
2022-11-04 10:16:58,0.76172,27.92773,27.92773,0.00000
2022-11-04 10:16:59,0.34570,28.20508,28.20508,0.00000
2022-11-04 10:17:00,0.71875,27.75586,27.75586,0.00000
2022-11-04 10:17:01,0.34375,27.59180,27.59180,0.00000
2022-11-04 10:17:02,0.94531,29.47070,29.47070,0.00000
2022-11-04 10:17:03,0.66797,27.20313,27.20313,0.00000
2022-11-04 10:17:04,0.33789,27.28516,27.28516,0.00000
2022-11-04 10:17:05,0.74609,27.34961,27.34961,0.00000
2022-11-04 10:17:06,0.34570,27.73828,27.73828,0.00000
2022-11-04 10:17:07,0.78516,27.88281,27.88281,0.00000
2022-11-04 10:17:08,0.41797,28.94922,28.94922,0.00000
2022-11-04 10:17:09,0.76172,27.66406,27.66406,0.00000
2022-11-04 10:17:10,0.34180,27.59180,27.59180,0.00000
2022-11-04 10:17:11,0.73047,28.26172,28.26172,0.00000
2022-11-04 10:17:12,0.65625,27.42578,27.42578,0.00000
2022-11-04 10:17:13,0.36523,27.28711,27.28711,0.00000
2022-11-04 10:17:14,0.73438,27.43750,27.43750,0.00000
2022-11-04 10:17:15,0.33594,27.40820,27.40820,0.00000
2022-11-04 10:17:16,0.69922,27.42383,27.42383,0.00000
2022-11-04 10:17:17,0.36914,28.34766,28.34766,0.00000
2022-11-04 10:17:18,0.75000,27.71875,27.71875,0.00000
2022-11-04 10:17:19,0.35156,27.69141,27.69141,0.00000
2022-11-04 10:17:20,0.77734,28.32422,28.32422,0.00000
2022-11-04 10:17:21,0.75000,27.08594,27.08594,0.00000
2022-11-04 10:17:22,0.36133,27.67578,27.67578,0.00000
2022-11-04 10:17:23,0.76172,27.67188,27.67188,0.00000
2022-11-04 10:17:24,0.40234,27.72266,27.72266,0.00000
2022-11-04 10:17:25,0.74609,27.98828,27.98828,0.00000
2022-11-04 10:17:26,0.40039,28.79297,28.79297,0.00000
2022-11-04 10:17:27,0.72266,28.16016,28.16016,0.00000
2022-11-04 10:17:28,0.36914,27.41406,27.41406,0.00000
2022-11-04 10:17:29,0.76953,28.21680,28.21680,0.00000
2022-11-04 10:17:30,0.66016,27.60352,27.60352,0.00000
2022-11-04 10:17:31,0.38086,27.34961,27.34961,0.00000
2022-11-04 10:17:32,0.66406,27.39648,27.39648,0.00000
2022-11-04 10:17:33,0.35156,27.42578,27.42578,0.00000
2022-11-04 10:17:34,0.75000,27.28516,27.28516,0.00000
2022-11-04 10:17:35,0.37695,27.80078,27.80078,0.00000
2022-11-04 10:17:36,0.72266,27.61914,27.61914,0.00000
2022-11-04 10:17:37,0.35352,27.25195,27.25195,0.00000
2022-11-04 10:17:38,0.65625,27.49414,27.49414,0.00000
2022-11-04 10:17:39,0.87891,28.73633,28.73633,0.00000
2022-11-04 10:17:40,0.32813,27.64258,27.64258,0.00000
2022-11-04 10:17:41,0.72266,27.47070,27.47070,0.00000
2022-11-04 10:17:42,0.35352,27.90625,27.90625,0.00000
2022-11-04 10:17:43,0.69141,27.28711,27.28711,0.00000
2022-11-04 10:17:44,0.34766,27.42969,27.42969,0.00000
2022-11-04 10:17:45,0.79688,28.03320,28.03320,0.00000
2022-11-04 10:17:46,0.36719,27.61719,27.61719,0.00000
2022-11-04 10:17:47,0.70313,27.64648,27.64648,0.00000
2022-11-04 10:17:48,0.73828,28.15039,28.15039,0.00000
2022-11-04 10:17:49,0.38086,27.47852,27.47852,0.00000
2022-11-04 10:17:50,0.64453,27.57031,27.57031,0.00000
2022-11-04 10:17:51,0.41992,28.69727,28.69727,0.00000
2022-11-04 10:17:52,0.74609,27.44531,27.44531,0.00000
2022-11-04 10:17:53,0.35938,27.24805,27.24805,0.00000
2022-11-04 10:17:54,0.84766,28.73242,28.73242,0.00000
2022-11-04 10:17:55,0.35352,27.76563,27.76563,0.00000
2022-11-04 10:17:56,0.78516,27.77344,27.77344,0.00000
2022-11-04 10:17:57,0.39453,28.39844,28.39844,0.00000
2022-11-04 10:17:58,0.71875,27.75195,27.75195,0.00000
2022-11-04 10:17:59,0.69531,27.80273,27.80273,0.00000
2022-11-04 10:18:00,0.36328,28.25781,28.25781,0.00000
2022-11-04 10:18:01,0.72656,27.42383,27.42383,0.00000
2022-11-04 10:18:02,0.34180,27.33984,27.33984,0.00000
2022-11-04 10:18:03,0.71484,27.83789,27.83789,0.00000
2022-11-04 10:18:04,0.36914,27.31055,27.31055,0.00000
2022-11-04 10:18:05,0.76563,27.50195,27.50195,0.00000
2022-11-04 10:18:06,0.69922,27.91797,27.91797,0.00000
2022-11-04 10:18:07,0.34180,27.45898,27.45898,0.00000
2022-11-04 10:18:08,0.71875,27.80859,27.80859,0.00000
2022-11-04 10:18:09,0.35352,27.38281,27.38281,0.00000
2022-11-04 10:18:10,0.76172,27.70313,27.70313,0.00000
2022-11-04 10:18:11,0.35742,27.66406,27.66406,0.00000
2022-11-04 10:18:12,0.80469,27.84961,27.84961,0.00000
2022-11-04 10:18:13,0.38086,27.87891,27.87891,0.00000
2022-11-04 10:18:14,0.67188,27.67578,27.67578,0.00000
2022-11-04 10:18:15,0.67969,28.10938,28.10938,0.00000
2022-11-04 10:18:16,0.35742,27.69141,27.69141,0.00000
2022-11-04 10:18:17,0.67969,27.29102,27.29102,0.00000
2022-11-04 10:18:18,0.36719,27.80469,27.80469,0.00000
2022-11-04 10:18:19,0.78516,28.07227,28.07227,0.00000
2022-11-04 10:18:20,0.37500,27.74609,27.74609,0.00000
2022-11-04 10:18:21,0.71484,28.04492,28.04492,0.00000
2022-11-04 10:18:22,0.46875,30.33398,30.33398,0.00000
2022-11-04 10:18:23,0.75000,27.49609,27.49609,0.00000
2022-11-04 10:18:24,0.37305,27.24414,27.24414,0.00000
2022-11-04 10:18:25,0.75781,27.86719,27.86719,0.00000
2022-11-04 10:18:26,0.32813,27.54297,27.54297,0.00000
2022-11-04 10:18:27,0.72266,27.58789,27.58789,0.00000
2022-11-04 10:18:28,0.62891,27.48438,27.48438,0.00000
2022-11-04 10:18:29,0.39258,27.45313,27.45313,0.00000
2022-11-04 10:18:30,0.66797,27.67578,27.67578,0.00000
2022-11-04 10:18:31,0.41211,28.57227,28.57227,0.00000
2022-11-04 10:18:32,0.78906,27.44922,27.44922,0.00000
2022-11-04 10:18:33,0.33594,27.56836,27.56836,0.00000
2022-11-04 10:18:34,0.71484,27.77148,27.77148,0.00000
2022-11-04 10:18:35,0.37305,27.61523,27.61523,0.00000
2022-11-04 10:18:36,0.66406,27.14453,27.14453,0.00000
2022-11-04 10:18:37,0.65625,27.58984,27.58984,0.00000
2022-11-04 10:18:38,0.35156,27.51758,27.51758,0.00000
2022-11-04 10:18:39,0.67188,27.73242,27.73242,0.00000
2022-11-04 10:18:40,0.37500,27.97070,27.97070,0.00000
2022-11-04 10:18:41,0.73047,27.65820,27.65820,0.00000
2022-11-04 10:18:42,0.34766,27.51953,27.51953,0.00000
2022-11-04 10:18:43,0.70313,28.08594,28.08594,0.00000
2022-11-04 10:18:44,0.74219,27.52930,27.52930,0.00000
2022-11-04 10:18:45,0.33203,27.81641,27.81641,0.00000
2022-11-04 10:18:46,0.71484,28.13086,28.13086,0.00000
2022-11-04 10:18:47,0.34766,27.83594,27.83594,0.00000
2022-11-04 10:18:48,0.70703,27.62500,27.62500,0.00000
2022-11-04 10:18:49,0.39258,27.89844,27.89844,0.00000
2022-11-04 10:18:50,0.64844,27.51758,27.51758,0.00000
2022-11-04 10:18:51,0.70703,27.14453,27.14453,0.00000
2022-11-04 10:18:52,0.36719,27.50586,27.50586,0.00000
2022-11-04 10:18:53,0.75781,28.14258,28.14258,0.00000
2022-11-04 10:18:54,0.40430,27.69531,27.69531,0.00000
2022-11-04 10:18:55,0.76563,27.78320,27.78320,0.00000
2022-11-04 10:18:56,0.44141,29.51953,29.51953,0.00000
2022-11-04 10:18:57,0.73438,27.62891,27.62891,0.00000
