1667831863000,0,16.69219,cloud39.cluster.lsd.di.uminho.pt
1667831863000,1,18.16484,cloud63.cluster.lsd.di.uminho.pt
1667831868000,0,29.56016,cloud39.cluster.lsd.di.uminho.pt
1667831868000,1,29.66094,cloud63.cluster.lsd.di.uminho.pt
1667831873000,0,28.28359,cloud39.cluster.lsd.di.uminho.pt
1667831873000,1,31.19805,cloud63.cluster.lsd.di.uminho.pt
1667831878000,0,28.71172,cloud39.cluster.lsd.di.uminho.pt
1667831878000,1,32.0668,cloud63.cluster.lsd.di.uminho.pt
1667831883000,0,25.9336,cloud39.cluster.lsd.di.uminho.pt
1667831883000,1,31.11914,cloud63.cluster.lsd.di.uminho.pt
1667831888000,0,25.8336,cloud39.cluster.lsd.di.uminho.pt
1667831888000,1,30.95195,cloud63.cluster.lsd.di.uminho.pt
1667831893000,0,28.24375,cloud39.cluster.lsd.di.uminho.pt
1667831893000,1,30.67852,cloud63.cluster.lsd.di.uminho.pt
1667831898000,0,28.25469,cloud39.cluster.lsd.di.uminho.pt
1667831898000,1,30.73477,cloud63.cluster.lsd.di.uminho.pt
1667831903000,0,28.19219,cloud39.cluster.lsd.di.uminho.pt
1667831903000,1,30.5625,cloud63.cluster.lsd.di.uminho.pt
1667831908000,0,27.17109,cloud39.cluster.lsd.di.uminho.pt
1667831908000,1,30.85586,cloud63.cluster.lsd.di.uminho.pt
1667831913000,0,25.02266,cloud39.cluster.lsd.di.uminho.pt
1667831913000,1,30.4875,cloud63.cluster.lsd.di.uminho.pt
1667831918000,0,25.45235,cloud39.cluster.lsd.di.uminho.pt
1667831918000,1,30.76797,cloud63.cluster.lsd.di.uminho.pt
1667831923000,0,28.42344,cloud39.cluster.lsd.di.uminho.pt
1667831923000,1,30.93476,cloud63.cluster.lsd.di.uminho.pt
1667831928000,0,28.69062,cloud39.cluster.lsd.di.uminho.pt
1667831928000,1,30.90235,cloud63.cluster.lsd.di.uminho.pt
1667831933000,0,26.42656,cloud39.cluster.lsd.di.uminho.pt
1667831933000,1,30.16328,cloud63.cluster.lsd.di.uminho.pt
1667831938000,0,30.40469,cloud39.cluster.lsd.di.uminho.pt
1667831938000,1,32.05938,cloud63.cluster.lsd.di.uminho.pt
1667831943000,0,30.14922,cloud39.cluster.lsd.di.uminho.pt
1667831943000,1,31.82891,cloud63.cluster.lsd.di.uminho.pt
1667831948000,0,30.02344,cloud39.cluster.lsd.di.uminho.pt
1667831948000,1,32.21143,cloud63.cluster.lsd.di.uminho.pt
1667831953000,0,30.04922,cloud39.cluster.lsd.di.uminho.pt
1667831953000,1,32.51836,cloud63.cluster.lsd.di.uminho.pt
1667831958000,0,30.10234,cloud39.cluster.lsd.di.uminho.pt
1667831958000,1,27.89961,cloud63.cluster.lsd.di.uminho.pt
1667831963000,0,30.15,cloud39.cluster.lsd.di.uminho.pt
1667831963000,1,25.84023,cloud63.cluster.lsd.di.uminho.pt
1667831968000,0,29.12969,cloud39.cluster.lsd.di.uminho.pt
1667831968000,1,25.82461,cloud63.cluster.lsd.di.uminho.pt
1667831973000,0,29.16641,cloud39.cluster.lsd.di.uminho.pt
1667831973000,1,25.86016,cloud63.cluster.lsd.di.uminho.pt
1667831978000,0,29.98984,cloud39.cluster.lsd.di.uminho.pt
1667831978000,1,26.79141,cloud63.cluster.lsd.di.uminho.pt
1667831983000,0,29.98594,cloud39.cluster.lsd.di.uminho.pt
1667831983000,1,27.22891,cloud63.cluster.lsd.di.uminho.pt
1667831988000,0,30.12656,cloud39.cluster.lsd.di.uminho.pt
1667831988000,1,29.31563,cloud63.cluster.lsd.di.uminho.pt
1667831993000,0,30.26875,cloud39.cluster.lsd.di.uminho.pt
1667831993000,1,32.10508,cloud63.cluster.lsd.di.uminho.pt
1667831998000,0,30.22188,cloud39.cluster.lsd.di.uminho.pt
1667831998000,1,32.41367,cloud63.cluster.lsd.di.uminho.pt
1667832003000,0,30.75469,cloud39.cluster.lsd.di.uminho.pt
1667832003000,1,22.6918,cloud63.cluster.lsd.di.uminho.pt
1667832008000,0,29.51719,cloud39.cluster.lsd.di.uminho.pt
1667832008000,1,25.07226,cloud63.cluster.lsd.di.uminho.pt
1667832013000,0,30.13672,cloud39.cluster.lsd.di.uminho.pt
1667832013000,1,25.84453,cloud63.cluster.lsd.di.uminho.pt
1667832018000,0,30.45156,cloud39.cluster.lsd.di.uminho.pt
1667832018000,1,25.86875,cloud63.cluster.lsd.di.uminho.pt
1667832023000,0,29.68672,cloud39.cluster.lsd.di.uminho.pt
1667832023000,1,25.76992,cloud63.cluster.lsd.di.uminho.pt
1667832028000,0,26.44063,cloud39.cluster.lsd.di.uminho.pt
1667832028000,1,22.66328,cloud63.cluster.lsd.di.uminho.pt
1667832033000,0,18.64844,cloud39.cluster.lsd.di.uminho.pt
1667832033000,1,20.96875,cloud63.cluster.lsd.di.uminho.pt
